Unnamed: 0,Unnamed: 1,Q105_1,Q105_2,Q105_3,Q105_4,Q105_5,Q105_6,Q105_7,Q105_8,Q105_9,Q105_10,Q105_11,Q105_12,Q105_13,Q105_14,Q105_15,Q105_16,Q105_17,Q105_18,Q105_19,Q105_20,Q105_21,Q105_22,Q105_23,Q105_24,Q105_25,Q105_26,Q105_27,Q105_28,Q105_29,Q105_30,Q105_31,Q105_32,Q105_33,Q105_34,MAx1,Max2,Max3,Scenario 1 ,Unnamed: 40,Scenario 2 ,Unnamed: 42,Scenario 3 ,Unnamed: 44,Scenario 4,Unnamed: 46,Scenario 5 ,Unnamed: 48
"LWDMI Choice_June 13, 2024_13.221",218,1,2,3,2,1,2,3,2,3,4,3,2,2,3,4,3,2,1,2,3,3,2,1,1,2,3,4,3,2,3,4,3,2,3,23.0,30.0,31.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.222",219,3,4,3,4,3,5,3,3,4,3,4,5,3,4,5,4,3,4,4,3,4,4,3,4,4,3,4,3,4,5,5,4,3,4,35.0,47.0,46.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0
"LWDMI Choice_June 13, 2024_13.223",220,5,4,6,6,5,4,5,4,4,5,5,4,5,4,5,3,5,4,2,5,2,5,4,2,4,5,5,4,4,5,5,4,6,4,48.0,49.0,52.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,9.0,6.0
"LWDMI Choice_June 13, 2024_13.224",221,2,3,2,3,2,3,3,3,2,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,25.0,30.0,30.0,10.0,10.0,0.0,0.0,5.0,9.0,10.0,0.0,9.0,1.0
"LWDMI Choice_June 13, 2024_13.225",222,5,6,4,5,4,6,3,5,4,6,5,4,6,5,6,4,6,4,5,4,6,5,3,5,6,4,5,6,4,5,3,5,4,6,48.0,60.0,56.0,2.0,9.0,3.0,7.0,8.0,8.0,5.0,4.0,3.0,3.0
"LWDMI Choice_June 13, 2024_13.226",223,4,5,6,6,5,6,5,6,6,5,6,5,6,5,6,5,6,6,5,6,6,6,5,6,6,5,6,6,6,5,4,6,6,6,54.0,68.0,67.0,8.0,7.0,7.0,9.0,9.0,8.0,9.0,7.0,8.0,6.0
"LWDMI Choice_June 13, 2024_13.228",225,4,5,5,5,6,5,6,5,6,5,5,6,5,6,6,4,6,6,5,5,6,5,5,6,5,5,6,5,6,6,5,6,5,5,52.0,65.0,65.0,9.0,9.0,9.0,8.0,10.0,8.0,10.0,8.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.229",226,4,5,3,5,4,4,5,3,5,6,4,3,5,3,1,4,3,4,4,5,2,4,5,3,4,4,4,5,3,5,3,3,5,4,44.0,42.0,48.0,6.0,3.0,7.0,3.0,7.0,3.0,7.0,3.0,7.0,7.0
"LWDMI Choice_June 13, 2024_13.230",227,6,5,5,6,2,6,3,5,6,2,6,4,2,6,5,2,2,6,5,4,4,6,5,5,5,5,6,5,3,6,6,6,3,6,46.0,52.0,61.0,7.0,5.0,5.0,7.0,6.0,6.0,5.0,9.0,4.0,7.0
"LWDMI Choice_June 13, 2024_13.231",228,5,6,6,5,6,5,6,5,6,5,6,5,6,5,5,4,5,6,5,5,6,5,5,5,6,5,5,6,5,5,6,5,6,5,55.0,63.0,64.0,10.0,10.0,10.0,10.0,0.0,10.0,9.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.232",229,5,4,6,5,4,5,6,5,4,5,6,6,5,4,6,5,4,3,6,5,4,6,5,3,5,6,6,5,4,3,5,6,6,5,49.0,60.0,59.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.233",230,5,4,5,6,5,5,4,5,5,6,5,4,5,6,5,4,5,4,4,5,6,5,5,4,5,5,4,5,5,6,5,4,5,5,50.0,58.0,58.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0
"LWDMI Choice_June 13, 2024_13.234",231,4,4,5,5,4,4,4,4,5,5,5,4,5,4,3,4,4,4,5,5,3,3,3,5,3,3,2,3,2,2,3,3,2,4,44.0,49.0,35.0,7.0,5.0,5.0,6.0,3.0,5.0,7.0,2.0,5.0,2.0
"LWDMI Choice_June 13, 2024_13.236",233,4,5,5,4,5,3,6,2,6,6,2,5,3,6,3,2,6,3,5,3,5,5,2,3,6,4,5,3,6,3,6,5,5,2,46.0,48.0,50.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0
"LWDMI Choice_June 13, 2024_13.237",234,6,5,6,5,5,6,5,6,5,5,6,5,6,5,6,5,5,6,5,6,6,6,5,5,6,5,6,5,5,6,5,6,6,5,54.0,67.0,65.0,0.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.240",237,5,5,4,5,4,5,4,4,6,5,4,5,6,5,4,5,6,5,4,5,6,5,4,5,6,5,4,5,6,5,4,5,6,5,47.0,60.0,60.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0,9.0
"LWDMI Choice_June 13, 2024_13.241",238,5,6,4,5,4,4,6,5,4,6,5,4,4,6,5,4,5,4,6,5,4,5,6,5,4,5,4,6,5,4,4,5,6,3,49.0,57.0,57.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.242",239,5,4,6,5,4,6,4,5,4,5,6,5,4,5,4,6,5,4,6,5,5,4,6,5,4,6,5,3,6,4,5,4,5,5,48.0,59.0,58.0,3.0,8.0,7.0,7.0,2.0,3.0,7.0,7.0,9.0,7.0
"LWDMI Choice_June 13, 2024_13.243",240,5,6,5,6,5,6,5,6,5,4,5,6,5,6,5,6,5,6,5,6,5,6,5,4,5,6,5,6,5,4,5,6,5,5,53.0,66.0,61.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.244",241,4,5,6,5,6,5,6,5,6,5,5,6,5,5,6,5,6,5,5,5,5,6,6,5,5,6,5,5,6,5,6,5,6,5,53.0,64.0,65.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0
"LWDMI Choice_June 13, 2024_13.245",242,4,6,6,5,5,6,5,5,4,5,3,3,2,3,2,3,2,3,3,3,3,4,3,3,4,4,3,5,5,5,4,4,5,4,51.0,34.0,49.0,8.0,10.0,10.0,10.0,1.0,1.0,10.0,5.0,7.0,7.0
"LWDMI Choice_June 13, 2024_13.246",243,6,5,5,6,5,5,6,5,5,6,5,6,5,6,5,5,6,5,6,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,54.0,66.0,66.0,0.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.248",245,6,6,6,3,6,4,6,6,6,1,5,6,4,5,6,4,5,6,6,6,5,6,6,5,6,6,5,5,6,6,6,6,1,6,50.0,64.0,64.0,10.0,10.0,5.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.249",246,5,4,5,3,4,4,5,2,4,2,4,4,5,5,6,3,4,5,4,2,4,3,3,5,4,5,4,4,5,6,4,4,1,3,38.0,49.0,48.0,3.0,9.0,8.0,8.0,8.0,7.0,7.0,2.0,7.0,7.0
"LWDMI Choice_June 13, 2024_13.250",247,1,2,3,4,3,2,2,3,4,3,2,3,4,3,3,2,3,2,1,2,2,3,4,2,1,1,3,2,1,2,3,2,2,3,27.0,30.0,26.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,9.0,7.0
"LWDMI Choice_June 13, 2024_13.251",248,4,6,5,4,6,5,4,3,5,6,5,4,6,5,3,5,6,5,3,5,4,6,5,4,6,5,3,4,3,5,6,4,5,4,48.0,57.0,54.0,4.0,8.0,9.0,8.0,7.0,9.0,10.0,9.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.254",251,4,4,4,4,5,5,5,5,4,4,3,4,4,5,3,4,4,5,4,5,5,2,5,2,4,4,4,5,5,2,5,4,5,5,44.0,48.0,50.0,9.0,10.0,9.0,9.0,2.0,0.0,10.0,1.0,10.0,1.0
"LWDMI Choice_June 13, 2024_13.255",252,5,5,5,4,5,6,5,5,4,5,3,3,4,4,4,3,5,4,5,4,5,5,5,3,5,5,4,5,5,4,5,6,5,5,49.0,49.0,57.0,7.0,8.0,3.0,3.0,3.0,3.0,9.0,5.0,8.0,3.0
"LWDMI Choice_June 13, 2024_13.256",253,5,6,5,5,4,2,1,5,5,6,4,5,2,4,5,5,4,5,5,6,4,2,2,5,4,5,5,2,5,2,5,5,2,1,44.0,51.0,43.0,8.0,8.0,9.0,7.0,7.0,8.0,7.0,4.0,7.0,7.0
"LWDMI Choice_June 13, 2024_13.259",256,5,4,5,4,5,4,5,4,5,4,5,5,3,4,5,4,5,4,4,5,4,5,4,5,4,3,4,5,4,4,5,4,4,5,45.0,53.0,51.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.260",257,6,5,4,5,6,5,4,5,6,5,5,5,6,5,5,6,5,6,5,6,5,5,6,5,5,6,5,4,3,4,5,5,4,5,51.0,64.0,57.0,9.0,8.0,10.0,9.0,10.0,4.0,10.0,10.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.262",259,6,6,6,6,5,6,5,6,3,6,6,6,5,4,5,4,4,5,3,5,6,5,6,5,6,5,6,6,4,4,5,6,6,6,55.0,58.0,65.0,10.0,5.0,10.0,9.0,10.0,10.0,10.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.263",260,5,6,3,5,6,3,5,6,3,5,6,5,6,4,5,6,5,4,6,3,5,6,5,4,6,5,6,4,6,5,6,3,5,6,47.0,61.0,61.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,8.0,6.0
"LWDMI Choice_June 13, 2024_13.266",263,5,6,5,6,5,5,5,6,5,5,5,6,4,6,5,5,6,6,5,6,4,6,5,6,5,6,6,5,5,6,5,6,5,5,53.0,64.0,65.0,8.0,9.0,9.0,8.0,9.0,10.0,9.0,8.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.267",264,3,5,3,6,3,3,4,3,3,3,3,3,3,4,4,4,3,3,4,4,4,3,4,4,3,3,4,3,4,3,3,3,3,3,36.0,42.0,40.0,10.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.268",265,5,6,4,4,5,5,5,3,5,5,2,4,3,5,3,3,2,4,4,4,3,4,4,4,5,5,5,4,2,5,5,5,5,4,47.0,41.0,53.0,9.0,7.0,5.0,5.0,3.0,0.0,10.0,0.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.269",266,4,5,4,4,5,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,4,4,5,4,5,4,4,5,4,3,42.0,48.0,51.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.270",267,3,2,5,3,2,4,3,2,3,2,3,2,3,2,4,3,2,3,3,2,2,3,2,3,2,2,2,2,3,2,2,2,2,3,29.0,32.0,27.0,8.0,8.0,9.0,8.0,8.0,9.0,10.0,9.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.271",268,6,5,5,6,5,6,5,5,5,5,6,5,3,5,5,6,5,6,4,5,6,6,5,6,5,6,5,6,5,6,5,6,5,6,53.0,62.0,66.0,10.0,10.0,8.0,8.0,10.0,10.0,10.0,10.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.272",269,6,6,5,6,6,5,5,6,5,6,5,6,6,5,6,5,6,5,6,5,6,5,6,5,6,5,5,4,6,6,5,6,5,6,56.0,66.0,65.0,10.0,8.0,7.0,8.0,9.0,8.0,9.0,9.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.273",270,4,6,5,3,4,6,5,3,5,6,4,5,6,4,5,6,3,4,2,4,5,6,4,6,5,4,3,6,4,5,4,3,5,4,47.0,54.0,53.0,9.0,8.0,8.0,10.0,8.0,9.0,8.0,8.0,8.0,2.0
"LWDMI Choice_June 13, 2024_13.274",271,1,6,6,6,5,5,2,5,6,5,1,1,2,1,2,1,1,1,2,2,2,5,6,6,2,5,2,2,1,2,2,2,5,5,47.0,21.0,40.0,7.0,3.0,7.0,8.0,7.0,1.0,8.0,5.0,5.0,5.0
"LWDMI Choice_June 13, 2024_13.275",272,5,6,5,5,5,4,6,6,5,5,4,6,5,6,5,6,4,4,5,4,5,5,5,6,5,6,6,5,5,6,4,5,5,6,52.0,59.0,64.0,2.0,9.0,3.0,8.0,2.0,9.0,9.0,9.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.276",273,6,5,6,5,6,5,6,4,5,5,5,6,5,6,5,5,6,5,5,5,6,6,5,5,6,5,5,6,5,5,6,5,5,6,53.0,65.0,64.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,9.0
"LWDMI Choice_June 13, 2024_13.278",275,6,5,4,5,6,5,4,5,6,5,4,5,6,5,4,5,4,5,6,5,4,5,6,5,4,5,6,5,5,4,5,6,5,4,51.0,58.0,60.0,6.0,6.0,8.0,7.0,7.0,6.0,7.0,8.0,9.0,6.0
"LWDMI Choice_June 13, 2024_13.281",278,5,5,4,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,5,2,4,3,4,4,3,4,5,5,5,4,3,49.0,27.0,46.0,2.0,9.0,4.0,3.0,1.0,1.0,9.0,1.0,2.0,7.0
"LWDMI Choice_June 13, 2024_13.283",280,6,6,6,3,3,6,6,6,6,6,1,5,1,1,2,1,4,1,2,1,5,6,4,5,6,6,4,4,2,2,2,6,4,5,54.0,30.0,50.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.284",281,4,6,6,6,5,6,6,5,6,6,5,6,5,6,6,5,1,6,6,6,6,6,6,6,4,4,4,6,6,6,6,6,6,6,56.0,64.0,66.0,8.0,9.0,8.0,7.0,9.0,9.0,9.0,8.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.285",282,6,6,6,6,6,5,6,6,6,6,6,6,5,5,6,5,6,6,6,6,6,6,5,6,6,5,6,6,6,6,6,5,5,6,59.0,69.0,68.0,9.0,8.0,10.0,8.0,9.0,9.0,9.0,9.0,8.0,10.0
"LWDMI Choice_June 13, 2024_13.286",283,3,5,3,5,5,4,5,5,5,6,5,5,5,6,6,5,6,5,6,5,6,6,6,5,6,6,5,6,5,5,6,6,5,6,46.0,66.0,67.0,8.0,7.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0
"LWDMI Choice_June 13, 2024_13.288",285,6,4,5,5,3,4,6,5,5,3,4,5,6,4,2,4,4,5,2,4,5,4,3,1,4,3,4,3,5,3,5,6,4,4,46.0,49.0,45.0,10.0,10.0,10.0,1.0,10.0,0.0,9.0,0.0,9.0,1.0
"LWDMI Choice_June 13, 2024_13.291",288,4,3,6,2,5,6,2,6,3,6,6,4,6,2,6,3,6,3,5,4,3,3,4,3,6,5,3,1,5,5,5,4,2,4,43.0,51.0,47.0,7.0,7.0,6.0,6.0,7.0,3.0,6.0,7.0,6.0,7.0
"LWDMI Choice_June 13, 2024_13.293",290,5,6,5,5,6,5,5,6,5,6,5,5,6,5,5,6,6,5,6,5,6,6,5,5,6,5,6,5,6,5,6,5,6,5,54.0,66.0,65.0,0.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.294",291,5,6,5,5,6,6,4,6,3,4,2,6,4,4,3,4,3,4,5,5,5,1,6,5,5,5,5,5,5,5,5,5,5,5,50.0,46.0,61.0,10.0,5.0,5.0,8.0,2.0,0.0,9.0,5.0,8.0,0.0
"LWDMI Choice_June 13, 2024_13.296",293,4,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,4,5,4,5,4,5,47.0,57.0,56.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.298",295,5,5,3,4,5,4,6,6,4,5,4,5,5,4,6,5,3,5,5,5,4,2,5,5,6,5,5,5,6,5,5,6,6,6,47.0,53.0,65.0,8.0,9.0,7.0,3.0,0.0,0.0,9.0,5.0,2.0,1.0
"LWDMI Choice_June 13, 2024_13.299",296,5,4,3,4,6,5,5,5,6,4,6,6,6,5,6,6,6,6,5,6,6,6,6,5,6,6,5,6,5,6,6,6,6,6,47.0,70.0,69.0,8.0,10.0,8.0,10.0,2.0,10.0,7.0,10.0,9.0,7.0
"LWDMI Choice_June 13, 2024_13.301",298,5,4,5,3,5,4,5,6,5,4,5,6,6,4,5,6,5,4,5,4,5,2,5,4,5,4,6,5,4,5,4,5,6,4,46.0,57.0,57.0,1.0,2.0,4.0,7.0,8.0,6.0,3.0,6.0,3.0,7.0
"LWDMI Choice_June 13, 2024_13.303",300,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,45.0,54.0,54.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.305",302,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,4,5,60.0,72.0,68.0,8.0,10.0,10.0,10.0,9.0,10.0,8.0,10.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.306",303,6,5,5,6,5,3,6,5,5,5,6,5,5,5,5,5,6,4,5,5,5,5,5,6,5,5,6,5,6,5,5,6,5,5,51.0,61.0,64.0,8.0,9.0,8.0,9.0,9.0,8.0,7.0,7.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.308",305,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,3,5,6,6,6,5,3,4,4,6,2,6,6,59.0,68.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.309",306,5,6,5,4,5,5,5,3,5,2,5,6,3,5,6,5,5,5,4,5,2,6,3,6,2,3,6,5,5,6,6,4,6,2,45.0,57.0,54.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0
"LWDMI Choice_June 13, 2024_13.311",308,4,5,6,5,5,4,5,4,5,6,5,4,5,6,4,4,5,6,4,5,4,3,5,5,6,4,5,4,3,4,6,5,4,5,49.0,55.0,56.0,9.0,10.0,10.0,9.0,9.0,8.0,10.0,8.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.312",309,4,5,3,5,3,3,2,4,5,4,5,3,4,3,3,4,5,4,3,4,5,3,3,4,5,4,3,3,5,4,5,4,3,3,38.0,46.0,46.0,6.0,2.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,3.0
"LWDMI Choice_June 13, 2024_13.313",310,6,6,6,5,6,5,4,5,5,6,5,4,5,6,6,5,4,5,6,6,5,4,6,5,6,5,4,6,5,4,5,6,5,6,54.0,61.0,63.0,7.0,8.0,8.0,8.0,7.0,8.0,9.0,1.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.314",311,6,5,4,5,3,5,5,3,5,6,5,4,5,3,4,6,5,3,5,4,5,5,4,5,6,4,4,5,5,4,5,5,4,5,47.0,54.0,56.0,7.0,7.0,9.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.315",312,6,5,5,5,4,5,5,5,5,5,4,5,4,5,4,4,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,4,5,5,50.0,54.0,58.0,8.0,9.0,7.0,8.0,3.0,2.0,7.0,3.0,9.0,6.0
"LWDMI Choice_June 13, 2024_13.316",313,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,45.0,54.0,55.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.318",315,4,5,5,5,4,6,5,6,2,6,5,5,6,6,6,5,6,5,4,6,5,6,6,5,6,5,6,5,5,5,6,6,6,5,48.0,65.0,66.0,10.0,10.0,8.0,10.0,9.0,1.0,10.0,10.0,10.0,8.0
"LWDMI Choice_June 13, 2024_13.319",316,2,3,4,2,4,4,2,3,2,2,3,3,2,3,2,2,3,2,2,3,3,3,3,4,2,3,3,3,4,3,2,2,3,2,28.0,31.0,34.0,9.0,9.0,9.0,8.0,10.0,10.0,9.0,9.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.321",318,6,5,4,5,6,5,4,5,6,5,4,5,6,5,4,5,6,5,4,5,6,4,5,6,5,4,5,4,6,6,4,3,4,5,51.0,59.0,57.0,7.0,8.0,4.0,8.0,8.0,6.0,6.0,2.0,8.0,6.0
"LWDMI Choice_June 13, 2024_13.322",319,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,6,4,6,5,5,5,5,49.0,58.0,60.0,9.0,8.0,9.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.323",320,5,4,5,6,6,6,5,6,6,6,6,6,5,6,6,6,6,5,6,6,6,6,6,5,6,5,1,5,5,6,6,6,6,6,55.0,70.0,63.0,8.0,7.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0
"LWDMI Choice_June 13, 2024_13.325",322,5,5,4,4,5,5,3,5,5,6,5,4,5,5,4,3,5,5,6,5,5,3,5,5,4,4,5,4,5,4,5,5,5,4,47.0,55.0,55.0,7.0,8.0,9.0,9.0,10.0,8.0,9.0,10.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.327",324,2,3,5,3,3,3,4,3,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,4,3,2,3,4,4,4,3,4,2,3,31.0,26.0,38.0,9.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0
"LWDMI Choice_June 13, 2024_13.329",326,6,6,6,6,5,6,6,6,5,6,1,1,1,1,1,1,1,1,1,1,2,5,6,6,6,6,6,6,5,6,6,6,6,6,58.0,17.0,71.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
"LWDMI Choice_June 13, 2024_13.331",328,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,55.0,66.0,66.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.332",329,6,5,5,5,4,4,5,4,5,5,4,5,4,4,5,4,5,5,5,5,5,5,4,4,5,5,5,4,6,5,5,5,5,5,48.0,56.0,58.0,9.0,9.0,9.0,10.0,10.0,8.0,8.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.333",330,2,3,4,3,4,3,3,3,5,3,4,4,3,3,4,2,3,2,2,3,2,2,2,3,2,2,3,2,2,3,2,2,2,3,33.0,34.0,28.0,9.0,9.0,8.0,9.0,10.0,10.0,9.0,8.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.336",333,5,5,5,4,6,3,5,5,3,5,4,5,5,4,5,5,4,4,5,5,4,4,6,4,4,5,5,4,5,5,5,5,4,5,46.0,54.0,57.0,9.0,8.0,9.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0
"LWDMI Choice_June 13, 2024_13.338",335,5,5,6,5,4,4,5,5,5,5,4,5,5,3,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,49.0,58.0,60.0,9.0,9.0,10.0,10.0,10.0,9.0,10.0,8.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.339",336,6,5,6,5,4,6,5,4,3,4,5,6,4,3,4,5,6,5,4,2,3,4,5,5,3,5,3,5,4,3,5,5,4,3,48.0,51.0,50.0,7.0,6.0,7.0,6.0,6.0,5.0,8.0,6.0,7.0,6.0
"LWDMI Choice_June 13, 2024_13.340",337,5,5,6,6,6,5,6,6,6,5,6,6,5,6,6,4,6,6,6,4,6,6,6,5,6,6,5,6,6,6,4,6,5,6,56.0,67.0,67.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0
"LWDMI Choice_June 13, 2024_13.342",339,6,4,6,6,5,6,5,4,6,5,5,6,6,6,5,5,5,6,5,4,5,6,6,5,4,5,3,6,6,5,6,6,5,6,53.0,64.0,63.0,8.0,9.0,10.0,8.0,9.0,10.0,10.0,8.0,9.0,7.0
"LWDMI Choice_June 13, 2024_13.344",341,5,5,5,6,3,5,6,6,4,4,5,5,4,5,6,4,5,6,5,6,2,6,3,5,5,4,5,6,5,6,2,6,4,5,49.0,59.0,56.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.346",343,3,6,5,6,3,6,5,3,5,4,5,4,6,4,5,4,6,3,4,6,3,4,6,6,5,3,5,6,6,5,3,5,6,5,46.0,54.0,61.0,9.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,7.0,8.0
"LWDMI Choice_June 13, 2024_13.347",344,5,5,5,6,5,4,3,4,5,5,4,5,5,6,5,5,6,5,5,5,5,5,6,4,6,4,5,5,6,3,4,5,3,3,47.0,61.0,54.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.348",345,4,6,5,6,5,6,6,5,6,6,6,5,6,6,6,5,6,6,5,6,6,6,5,6,6,5,6,5,6,6,5,6,6,5,55.0,69.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.349",346,6,5,6,5,4,3,5,4,4,5,5,6,5,4,5,4,5,4,5,6,5,4,5,4,3,5,4,4,5,4,5,4,4,5,47.0,58.0,52.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,9.0
"LWDMI Choice_June 13, 2024_13.350",347,5,5,5,5,6,4,4,5,6,6,6,6,5,2,5,3,5,5,4,6,6,6,3,4,5,6,6,6,3,6,5,6,6,5,51.0,59.0,61.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,10.0,8.0
"LWDMI Choice_June 13, 2024_13.352",349,3,2,5,4,5,3,3,5,3,3,5,3,2,4,2,4,4,3,4,3,3,4,3,4,2,3,4,3,4,3,4,2,3,3,36.0,41.0,38.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.353",350,5,4,5,4,3,3,5,4,4,5,3,4,4,4,4,3,1,5,5,3,3,4,5,3,4,5,5,5,2,5,6,5,5,4,42.0,43.0,54.0,9.0,8.0,9.0,10.0,9.0,8.0,7.0,8.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.355",352,4,5,5,6,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,51.0,60.0,60.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0
